운동선수,운동선수
저 축구 선수, 운동선수
운동 선수  직업,운동선수
멋진 운동선수,운동선수
난 운동선수,운동선수
운동선수 멋진,운동선수
미래 농구선수 될,운동선수
농구선수 할까,운동선수
우리 직업 야구선수, 운동선수
아빠 축구 선수, 운동선수
엄마 야구선수, 운동선수
저런 운동선수,운동선수
이런 야구선수, 운동선수
축구선수 될,운동선수
축구 선수, 운동선수
커서 야구선수, 운동선수
나중에 달리기선수, 운동선수
장래희망 야구선수, 운동선수
내 장래희망 야구 선수, 운동선수
농구선수 나중에,운동선수
축구선수 싶어,운동선수
축구선수 하고싶어,운동선수
너무 축구 선수, 운동선수
저런 야구 선수, 운동선수
커서 꼭 축구 선수, 운동선수
난 커서 야구 선수, 운동선수


달리기 선수, 운동선수
저 축구 선수, 운동선수
농구선수 직업,운동선수
멋진 달리기 선수, 운동선수
운동선수 멋진,운동선수
미래 농구선수 될,운동선수
농구선수 할까,운동선수
우리 직업 달리기 선수, 운동선수
아빠 달리기 선수, 운동선수
엄마 야구선수, 운동선수
저런 달리기선수, 운동선수
이런 야구선수, 운동선수
축구선수 될,운동선수
축구 선수, 운동선수
커서 야구선수, 운동선수
나중에 달리기 선수, 운동선수
장래희망 야구선수, 운동선수
내 장래희망 야구 선수, 운동선수
운동선수  나중에,운동선수
축구선수 싶어,운동선수
태권도 선수 하고싶어,운동선수
너무 축구 선수, 운동선수
저런 야구 선수, 운동선수
커서 꼭 축구 선수, 운동선수
난 커서 야구 선수, 운동선수
