기분 우울하네,우울
그러게 우울하다,우울
정말 우울하네,우울
살짝 우울해,우울
우울해,우울
우울하다,우울
살짝 우울하네,우울
기분 진심 우울해졌죠,우울
기분 우울했죠,우울
이런 우울해졌어,우울
저런 기분 우울했어,우울
우울해졌죠,우울
정말 우울하네,우울
이 거 우울하네,우울
정말 기분 우울하고만,우울
기분 진심 쓸쓸하네,우울
그러게 진심 쓸쓸하다,우울
정말 쓸쓸하네,우울
살짝 쓸쓸해,우울
쓸쓸해,우울
쓸쓸하다,우울
살짝 쓸쓸하네,우울
기분 쓸쓸해졌어,우울
기분 쓸쓸할 때 그래,우울
이런 쓸쓸해졌죠,우울
저런 기분 쓸쓸했어,우울
쓸쓸해졌어,우울
정말 진심 쓸쓸하네,우울
이 거 쓸쓸하네,우울
정말 기분 쓸쓸하고만,우울
쓸쓸하네 정말 기분,우울
우울하네 기분 정말,우울
기분 우울하네요,우울
그러게 우울합니다,우울
정말 우울하네요,우울
살짝 우울해요,우울
우울해요,우울
우울합니다,우울
살짝 우울하네요,우울
기분 진심 우울해졌네요,우울
기분 우울했죠,우울
이런 우울해졌네요,우울
저런 기분 우울할 때 그래,우울
우울해졌네요,우울
정말 우울하네요,우울
이 거 우울하네요,우울
정말 기분 우울하고만,우울
기분 진심 쓸쓸하네요,우울
그러게 진심 쓸쓸합니다,우울
정말 쓸쓸하네요,우울
살짝 쓸쓸해요,우울
쓸쓸해요,우울
쓸쓸합니다,우울
살짝 쓸쓸하네요,우울
기분 쓸쓸해졌네요,우울
기분 쓸쓸할 때,우울
이런 쓸쓸해졌네요,우울
저런 기분 쓸쓸했죠,우울
쓸쓸해졌네요,우울
정말 진심 쓸쓸하네요,우울
이 거 쓸쓸하네요,우울
정말 기분 쓸쓸하고만,우울
쓸쓸하네요 정말 기분,우울
우울하네요 기분 정말,우울
